Gemeentecode,Gemeentenaam,Provinciecode,Provincienaam,GemiddeldAardgasverbruik,GemiddeldElektriciteitsverbruik,Unnamed: 0,distance,WeerStation,pctzon_gemiddeld,FG_gemiddeld,Inwoneraantal,"Groot, middelgroot en klein",Kleur,AantalInstallatiesBijWoningen,OpgesteldVermogenVanZonnepanelen
1783,WESTLAND,28,ZUID-HOLLAND,764260.0,1854560.0,10834.0,15.061418163087962,ROTTERDAM,37.1,4.4,107492.0,Groot,NO DATA,15800.0,61091.0
98,WESTSTELLINGWERF,21,FRIESLAND,701050.0,1264220.0,1108.0,19.689475245597613,MARKNESSE,38.2,4.2,,,NO DATA,4931.0,21142.0
614,WESTVOORNE,28,ZUID-HOLLAND,181760.0,393120.0,6440.0,25.28269122148821,ROTTERDAM,37.1,4.4,,,NO DATA,3449.0,12055.0
189,WIERDEN,23,OVERIJSSEL,350350.0,736260.0,1789.0,23.43852313302437,TWENTHE,35.7,3.5,,,ROOD,4765.0,21209.0
296,WIJCHEN,25,GELDERLAND,608090.0,1389740.0,2884.0,17.97365485444305,VOLKEL,37.2,3.7,40847.0,Klein,NO DATA,8519.0,31417.0
1696,WIJDEMEREN,27,NOORD-HOLLAND,293260.0,582690.0,10118.0,16.619627823999434,DE BILT,36.4,3.6,,,NO DATA,3946.0,12610.0
352,WIJK BIJ DUURSTEDE,26,UTRECHT,229840.0,528840.0,3566.0,15.718613873750014,DE BILT,36.4,3.6,,,NO DATA,4374.0,14315.0
294,WINTERSWIJK,25,GELDERLAND,212340.0,435070.0,2846.0,12.997437826607005,HUPSEL,   36.3,3.4,,,NO DATA,6294.0,24696.0
873,WOENSDRECHT,30,NOORD-BRABANT,178270.0,413220.0,8631.0,39.952266338692326,WESTDORPE,37.7,4.2,,,GEEL,3790.0,14116.0
632,WOERDEN,26,UTRECHT,395850.0,836650.0,6632.0,15.42475938542727,CABAUW,      -,4.3,51758.0,Middelgroot,NO DATA,9801.0,28943.0
1690,DE WOLDEN,22,DRENTHE,536390.0,1004170.0,10072.0,14.539137579254415,HOOGEVEEN,36.3,4.0,,,ROOD,9435.0,31342.0
880,WORMERLAND,27,NOORD-HOLLAND,185050.0,384810.0,8685.0,17.606737239062518,BERKHOUT,   38.6,,,,NO DATA,3773.0,10961.0
351,WOUDENBERG,26,UTRECHT,142860.0,311390.0,3540.0,17.537192701095584,DE BILT,36.4,3.6,,,NO DATA,3249.0,9131.0
479,ZAANSTAD,27,NOORD-HOLLAND,655650.0,1382440.0,5063.0,17.065036060736283,SCHIPHOL,37.7,5.0,154865.0,Groot,NO DATA,16539.0,47841.0
297,ZALTBOMMEL,25,GELDERLAND,296440.0,699510.0,2895.0,7.669692967662089,HERWIJNEN,37.6,4.1,,,NO DATA,6615.0,22461.0
473,ZANDVOORT,27,NOORD-HOLLAND,212710.0,438040.0,4985.0,16.56544943101417,SCHIPHOL,37.7,5.0,,,NO DATA,924.0,3300.0
50,ZEEWOLDE,24,FLEVOLAND,98140.0,202610.0,456.0,12.102810703402003,LELYSTAD,37.6,4.4,,,NO DATA,5121.0,18988.0
355,ZEIST,26,UTRECHT,446130.0,896730.0,3618.0,5.00936629300726,DE BILT,36.4,3.6,63322.0,Middelgroot,NO DATA,7497.0,22214.0
299,ZEVENAAR,25,GELDERLAND,467130.0,1044910.0,2915.0,18.15101932522649,DEELEN,35.0,3.8,43402.0,Klein,NO DATA,8403.0,31566.0
637,ZOETERMEER,28,ZUID-HOLLAND,302180.0,771790.0,6678.0,9.642281948839845,VOORSCHOTEN,,,124695.0,Groot,NO DATA,16293.0,50008.0
638,ZOETERWOUDE,28,ZUID-HOLLAND,217240.0,479390.0,6704.0,6.193224699579422,VOORSCHOTEN,,,,,NO DATA,1830.0,5905.0
1892,ZUIDPLAS,28,ZUID-HOLLAND,432820.0,1062900.0,11016.0,11.905256077463306,ROTTERDAM,37.1,4.4,41882.0,Klein,NO DATA,6820.0,21745.0
879,ZUNDERT,30,NOORD-BRABANT,186160.0,404530.0,8666.0,20.287061405433462,GILZE-RIJEN,36.9,3.7,,,ORANJE,3513.0,15257.0
301,ZUTPHEN,25,GELDERLAND,370140.0,756230.0,2941.0,25.50610024968264,DEELEN,35.0,3.8,47537.0,Klein,NO DATA,8097.0,23831.0
1896,ZWARTEWATERLAND,23,OVERIJSSEL,361420.0,742320.0,11092.0,16.095446670063744,MARKNESSE,38.2,4.2,,,ROOD,3404.0,11751.0
642,ZWIJNDRECHT,28,ZUID-HOLLAND,656700.0,1468820.0,6726.0,19.31964878690379,ROTTERDAM,37.1,4.4,44586.0,Klein,NO DATA,4229.0,13015.0
193,ZWOLLE,23,OVERIJSSEL,772210.0,1698240.0,1810.0,25.44950578107789,MARKNESSE,38.2,4.2,126116.0,Groot,ROOD,28684.0,87308.0
